udi,product_id,product_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,failure_type,source_dataset,twf,hdf,pwf,osf,rnf,failure_family
5915,L53094,L,300.7,310.3,1592,36.0,14,0,No Failure,merged,0,0,0,0,0,No Failure
5900,H35313,H,300.9,310.6,1686,27.7,176,0,No Failure,merged,0,0,0,0,0,No Failure
5322,M20181,M,303.4,312.7,1576,49.9,28,0,No Failure,merged,0,0,0,0,0,No Failure
3355,L50534,L,301.6,310.9,1559,40.2,191,0,No Failure,merged,0,0,0,0,0,No Failure
3224,H32637,H,300.6,309.5,1495,36.5,79,0,No Failure,merged,0,0,0,0,0,No Failure
3520,M18379,M,301.9,310.9,1569,32.5,188,0,No Failure,merged,0,0,0,0,0,No Failure
7599,L54778,L,300.5,311.1,1491,42.6,11,0,No Failure,merged,0,0,0,0,0,No Failure
8346,H37759,H,298.8,309.8,1490,35.9,171,0,No Failure,merged,0,0,0,0,0,No Failure
7,L47186,L,298.1,308.6,1558,42.4,14,0,No Failure,merged,0,0,0,0,0,No Failure
6381,L53560,L,300.2,309.8,1430,55.0,102,0,No Failure,merged,0,0,0,0,0,No Failure
3639,M18498,M,302.3,311.5,1445,44.8,65,0,No Failure,merged,0,0,0,0,0,No Failure
9738,L56917,L,298.9,310.0,1791,27.6,166,0,No Failure,merged,0,0,0,0,0,No Failure
7304,L54483,L,300.1,310.6,1374,45.4,119,0,No Failure,merged,0,0,0,0,0,No Failure
8033,L55212,L,300.8,312.0,1416,46.5,7,0,No Failure,merged,0,0,0,0,0,No Failure
2759,M17618,M,299.7,309.2,1412,45.3,205,0,No Failure,merged,0,0,0,0,0,No Failure
7782,L54961,L,300.4,311.7,1513,40.0,51,0,No Failure,merged,0,0,0,0,0,No Failure
3039,L50218,L,300.4,309.5,1349,50.4,30,0,No Failure,merged,0,0,0,0,0,No Failure
1136,L48315,L,296.9,307.9,1535,39.2,133,0,No Failure,merged,0,0,0,0,0,No Failure
6876,M21735,M,300.8,311.2,1592,32.9,82,0,No Failure,merged,0,0,0,0,0,No Failure
6820,L53999,L,300.9,310.7,1359,46.0,151,0,No Failure,merged,0,0,0,0,0,No Failure
3762,M18621,M,302.4,311.0,1490,37.1,168,0,No Failure,merged,0,0,0,0,0,No Failure
1035,M15894,M,296.3,307.4,1958,19.1,67,0,No Failure,merged,0,0,0,0,0,No Failure
1647,M16506,M,297.9,307.7,1527,42.8,125,0,No Failure,merged,0,0,0,0,0,No Failure
921,M15780,M,295.5,305.9,1518,44.1,194,0,No Failure,merged,0,0,0,0,0,No Failure
6180,M21039,M,301.1,310.9,1396,45.1,12,0,No Failure,merged,0,0,0,0,0,No Failure
2304,L49483,L,299.2,308.5,1374,53.6,143,0,No Failure,merged,0,0,0,0,0,No Failure
4934,H34347,H,303.4,312.2,1554,36.8,85,0,No Failure,merged,0,0,0,0,0,No Failure
5073,L52252,L,304.1,313.0,1408,45.3,28,0,No Failure,merged,0,0,0,0,0,No Failure
8138,H37551,H,299.5,310.8,1600,32.4,67,0,No Failure,merged,0,0,0,0,0,No Failure
6210,L53389,L,300.7,310.6,1407,40.5,87,0,No Failure,merged,0,0,0,0,0,No Failure
9928,L57107,L,298.5,308.6,1522,36.9,53,0,No Failure,merged,0,0,0,0,0,No Failure
4390,M19249,M,302.1,310.0,1355,45.1,6,1,Heat Dissipation Failure,merged,0,1,0,0,0,Heat Dissipation Failure
8458,L55637,L,298.6,309.9,1393,45.5,38,0,No Failure,merged,0,0,0,0,0,No Failure
8271,M23130,M,299.1,310.8,1517,38.4,185,0,No Failure,merged,0,0,0,0,0,No Failure
6821,L54000,L,300.8,310.6,1551,34.5,153,0,No Failure,merged,0,0,0,0,0,No Failure
6567,L53746,L,301.3,310.6,1966,22.6,161,0,No Failure,merged,0,0,0,0,0,No Failure
336,L47515,L,297.4,308.1,1749,25.9,8,0,No Failure,merged,0,0,0,0,0,No Failure
5057,M19916,M,303.9,312.9,1430,53.5,189,0,No Failure,merged,0,0,0,0,0,No Failure
2021,H31434,H,298.7,308.4,1560,33.3,53,0,No Failure,merged,0,0,0,0,0,No Failure
3965,M18824,M,302.3,311.6,1668,33.2,52,0,No Failure,merged,0,0,0,0,0,No Failure
88,L47267,L,299.0,309.0,1544,31.8,25,0,No Failure,merged,0,0,0,0,0,No Failure
5402,M20261,M,302.6,312.3,1454,54.8,253,1,Tool Wear Failure,merged,1,0,0,1,0,Tool Wear Failure
5256,M20115,M,303.5,313.0,1403,51.9,77,0,No Failure,merged,0,0,0,0,0,No Failure
8137,M22996,M,299.6,310.9,1474,39.7,64,0,No Failure,merged,0,0,0,0,0,No Failure
2860,L50039,L,300.6,309.4,1549,43.4,233,0,No Failure,merged,0,0,0,0,0,No Failure
6464,H35877,H,300.5,310.0,1358,60.4,102,0,No Failure,merged,0,0,0,0,0,No Failure
4277,M19136,M,302.2,310.4,1456,47.5,167,0,No Failure,merged,0,0,0,0,0,No Failure
3490,L50669,L,301.9,310.9,1542,36.7,101,0,No Failure,merged,0,0,0,0,0,No Failure
2647,M17506,M,299.8,309.5,1453,43.2,153,0,No Failure,merged,0,0,0,0,0,No Failure
5779,M20638,M,301.7,311.1,1489,41.4,108,0,No Failure,merged,0,0,0,0,0,No Failure
9909,L57088,L,298.6,309.0,1456,47.7,0,0,No Failure,merged,0,0,0,0,0,No Failure
7636,L54815,L,300.3,311.4,1526,38.5,101,0,No Failure,merged,0,0,0,0,0,No Failure
919,M15778,M,295.3,305.7,1473,38.5,189,0,No Failure,merged,0,0,0,0,0,No Failure
4956,M19815,M,303.8,312.5,1366,45.1,143,0,No Failure,merged,0,0,0,0,0,No Failure
8556,L55735,L,298.2,309.0,1596,37.2,87,0,No Failure,merged,0,0,0,0,0,No Failure
1272,H30685,H,298.0,309.4,1490,40.5,53,0,No Failure,merged,0,0,0,0,0,No Failure
9823,L57002,L,298.5,309.4,1360,60.9,187,1,Overstrain Failure,merged,0,0,0,1,0,Overstrain Failure
2651,L49830,L,299.9,309.6,1280,59.3,163,0,No Failure,merged,0,0,0,0,0,No Failure
9405,L56584,L,297.7,308.2,2007,19.3,181,0,No Failure,merged,0,0,0,0,0,No Failure
4623,M19482,M,303.0,311.1,1526,37.3,176,0,No Failure,merged,0,0,0,0,0,No Failure
72,L47251,L,298.9,309.1,1452,45.5,196,0,No Failure,merged,0,0,0,0,0,No Failure
4513,M19372,M,302.5,310.3,1411,49.5,110,0,No Failure,merged,0,0,0,0,0,No Failure
5138,L52317,L,304.3,313.5,1464,36.7,194,0,No Failure,merged,0,0,0,0,0,No Failure
9495,L56674,L,299.2,309.9,1516,41.4,219,0,No Failure,merged,0,0,0,0,0,No Failure
8701,M23560,M,297.3,308.7,1451,43.8,24,0,No Failure,merged,0,0,0,0,0,No Failure
5938,M20797,M,300.6,310.5,1462,41.3,68,0,No Failure,merged,0,0,0,0,0,No Failure
7282,L54461,L,300.0,310.2,1675,29.7,64,0,No Failure,merged,0,0,0,0,0,No Failure
6108,L53287,L,300.9,311.0,1438,49.0,61,0,No Failure,merged,0,0,0,0,0,No Failure
476,L47655,L,297.4,309.1,1380,41.1,152,0,No Failure,merged,0,0,0,0,0,No Failure
6102,L53281,L,300.7,310.6,1616,29.6,47,0,No Failure,merged,0,0,0,0,0,No Failure
4948,L52127,L,303.7,312.7,1395,53.9,123,0,No Failure,merged,0,0,0,0,0,No Failure
221,L47400,L,298.3,308.5,1416,52.7,151,0,No Failure,merged,0,0,0,0,0,No Failure
3498,L50677,L,301.9,311.0,1642,33.1,126,0,No Failure,merged,0,0,0,0,0,No Failure
7196,M22055,M,300.1,310.1,1443,49.3,61,0,No Failure,merged,0,0,0,0,0,No Failure
6223,H35636,H,301.1,310.8,1792,25.8,121,0,No Failure,merged,0,0,0,0,0,No Failure
4260,L51439,L,302.7,311.2,1545,35.1,128,0,No Failure,merged,0,0,0,0,0,No Failure
4214,L51393,L,302.1,310.7,1465,40.7,13,0,No Failure,merged,0,0,0,0,0,No Failure
9626,M24485,M,299.0,310.1,1487,47.5,123,0,No Failure,merged,0,0,0,0,0,No Failure
8662,L55841,L,297.4,308.5,1643,33.8,132,0,No Failure,merged,0,0,0,0,0,No Failure
9475,M24334,M,298.7,309.6,1455,46.8,162,0,No Failure,merged,0,0,0,0,0,No Failure
9795,L56974,L,298.5,309.3,1590,33.9,107,0,No Failure,merged,0,0,0,0,0,No Failure
8011,L55190,L,300.8,311.8,1323,61.1,178,0,No Failure,merged,0,0,0,0,0,No Failure
1315,M16174,M,299.0,310.3,1635,34.5,168,0,No Failure,merged,0,0,0,0,0,No Failure
3752,L50931,L,302.4,311.1,1520,42.2,143,0,No Failure,merged,0,0,0,0,0,No Failure
1224,L48403,L,297.0,308.3,1492,48.1,137,0,No Failure,merged,0,0,0,0,0,No Failure
7153,L54332,L,300.2,309.9,1566,36.4,170,0,No Failure,merged,0,0,0,0,0,No Failure
417,L47596,L,297.4,308.5,1495,37.8,211,0,No Failure,merged,0,0,0,0,0,No Failure
9996,M24855,M,298.8,308.4,1604,29.5,14,0,No Failure,merged,0,0,0,0,0,No Failure
7077,L54256,L,300.7,310.5,1960,21.0,194,0,No Failure,merged,0,0,0,0,0,No Failure
4107,L51286,L,301.9,310.5,1425,51.1,173,0,No Failure,merged,0,0,0,0,0,No Failure
8664,L55843,L,297.5,308.6,1671,29.4,136,0,No Failure,merged,0,0,0,0,0,No Failure
7146,L54325,L,300.5,310.0,1413,44.5,152,0,No Failure,merged,0,0,0,0,0,No Failure
888,H30301,H,295.7,306.2,2161,16.5,105,0,No Failure,merged,0,0,0,0,0,No Failure
3829,M18688,M,302.3,310.8,1762,27.8,127,0,No Failure,merged,0,0,0,0,0,No Failure
9298,M24157,M,298.1,308.9,1479,43.4,105,0,No Failure,merged,0,0,0,0,0,No Failure
7834,L55013,L,300.0,311.4,1604,38.7,185,0,No Failure,merged,0,0,0,0,0,No Failure
6912,L54091,L,300.8,311.1,1480,41.1,176,0,No Failure,merged,0,0,0,0,0,No Failure
1465,L48644,L,298.8,310.0,1412,46.3,107,0,No Failure,merged,0,0,0,0,0,No Failure
1198,M16057,M,296.9,307.9,1441,47.6,60,0,No Failure,merged,0,0,0,0,0,No Failure
6578,L53757,L,301.4,310.4,1388,45.3,188,0,No Failure,merged,0,0,0,0,0,No Failure
4361,L51540,L,302.1,310.1,1543,35.8,164,0,No Failure,merged,0,0,0,0,0,No Failure
2851,L50030,L,300.4,309.3,1671,35.0,209,0,No Failure,merged,0,0,0,0,0,No Failure
3546,L50725,L,301.8,310.8,1576,38.6,38,0,No Failure,merged,0,0,0,0,0,No Failure
7321,H36734,H,299.8,310.2,1411,49.7,161,0,No Failure,merged,0,0,0,0,0,No Failure
7622,L54801,L,300.5,311.5,1490,38.4,67,0,No Failure,merged,0,0,0,0,0,No Failure
2323,L49502,L,299.2,308.7,1514,41.9,196,0,No Failure,merged,0,0,0,0,0,No Failure
6549,L53728,L,301.4,310.8,1770,24.1,112,0,No Failure,merged,0,0,0,0,0,No Failure
1416,L48595,L,298.7,309.9,1617,33.0,203,0,No Failure,merged,0,0,0,0,0,No Failure
5581,M20440,M,302.6,312.2,1458,38.8,34,0,No Failure,merged,0,0,0,0,0,No Failure
78,L47257,L,298.8,308.9,1455,41.3,208,1,Tool Wear Failure,merged,1,0,0,0,0,Tool Wear Failure
5969,L53148,L,300.4,310.8,1348,56.0,146,0,No Failure,merged,0,0,0,0,0,No Failure
461,H29874,H,297.3,308.6,1431,42.0,109,0,No Failure,merged,0,0,0,0,0,No Failure
6080,M20939,M,300.8,310.7,1371,44.7,205,0,No Failure,merged,0,0,0,0,0,No Failure
7625,L54804,L,300.6,311.7,1507,45.5,74,0,No Failure,merged,0,0,0,0,0,No Failure
1066,L48245,L,296.8,307.9,1718,25.2,148,0,No Failure,merged,0,0,0,0,0,No Failure
441,L47620,L,297.4,308.5,1389,39.2,54,0,No Failure,merged,0,0,0,0,0,No Failure
8824,M23683,M,297.3,308.8,1447,57.4,134,0,No Failure,merged,0,0,0,0,0,No Failure
5760,L52939,L,301.8,311.3,1551,35.8,61,0,No Failure,merged,0,0,0,0,0,No Failure
2137,L49316,L,299.2,308.9,1588,41.5,150,0,No Failure,merged,0,0,0,0,0,No Failure
3968,M18827,M,302.3,311.4,1479,45.6,59,0,No Failure,merged,0,0,0,0,0,No Failure
4073,L51252,L,301.9,310.6,1610,33.4,87,0,No Failure,merged,0,0,0,0,0,No Failure
7621,L54800,L,300.5,311.5,1651,36.9,65,0,No Failure,merged,0,0,0,0,0,No Failure
1319,M16178,M,299.0,310.3,1582,33.3,177,0,No Failure,merged,0,0,0,0,0,No Failure
7745,L54924,L,300.4,311.7,1314,59.5,160,0,No Failure,merged,0,0,0,0,0,No Failure
2243,L49422,L,299.2,308.4,1667,29.0,199,0,No Failure,merged,0,0,0,0,0,No Failure
4929,L52108,L,303.5,312.3,1584,35.2,74,0,No Failure,merged,0,0,0,0,0,No Failure
482,M15341,M,297.3,309.0,1556,39.5,168,0,No Failure,merged,0,0,0,0,0,No Failure
9509,L56688,L,299.2,310.4,1611,36.4,32,0,No Failure,merged,0,0,0,0,0,No Failure
9060,L56239,L,297.2,308.3,1805,25.6,103,0,No Failure,merged,0,0,0,0,0,No Failure
3338,L50517,L,301.6,310.8,1564,34.1,150,0,No Failure,merged,0,0,0,0,0,No Failure
3071,L50250,L,300.0,309.1,1631,28.3,110,0,No Failure,merged,0,0,0,0,0,No Failure
8565,M23424,M,298.0,308.7,1614,30.7,106,0,No Failure,merged,0,0,0,0,0,No Failure
8083,H37496,H,300.1,311.5,1422,46.2,134,0,No Failure,merged,0,0,0,0,0,No Failure
9583,M24442,M,299.3,310.5,1404,47.5,12,0,No Failure,merged,0,0,0,0,0,No Failure
9805,L56984,L,298.4,309.1,1467,42.5,139,0,No Failure,merged,0,0,0,0,0,No Failure
6469,L53648,L,300.5,309.8,1507,42.5,117,0,No Failure,merged,0,0,0,0,0,No Failure
2970,L50149,L,300.6,309.4,1468,44.1,76,0,No Failure,merged,0,0,0,0,0,No Failure
6557,L53736,L,301.5,310.7,1686,27.9,135,0,No Failure,merged,0,0,0,0,0,No Failure
4452,L51631,L,302.5,310.3,1549,40.9,170,0,No Failure,merged,0,0,0,0,0,No Failure
2484,M17343,M,298.9,308.7,1402,49.8,167,0,No Failure,merged,0,0,0,0,0,No Failure
8750,L55929,L,297.2,308.4,1677,26.4,146,0,No Failure,merged,0,0,0,0,0,No Failure
4451,L51630,L,302.5,310.3,1551,37.3,168,0,No Failure,merged,0,0,0,0,0,No Failure
3008,L50187,L,300.4,309.7,1314,50.2,179,0,No Failure,merged,0,0,0,0,0,No Failure
6791,M21650,M,301.1,310.7,2219,16.7,79,0,No Failure,merged,0,0,0,0,0,No Failure
692,L47871,L,297.7,309.1,1563,39.3,56,0,No Failure,merged,0,0,0,0,0,No Failure
4172,M19031,M,302.2,310.5,1832,23.7,129,0,No Failure,merged,0,0,0,0,0,No Failure
370,H29783,H,297.5,308.4,1587,36.1,98,0,No Failure,merged,0,0,0,0,0,No Failure
4074,M18933,M,301.9,310.6,1412,46.5,89,0,No Failure,merged,0,0,0,0,0,No Failure
3407,L50586,L,301.2,310.4,1470,44.0,113,0,No Failure,merged,0,0,0,0,0,No Failure
490,M15349,M,297.5,309.2,1347,55.8,188,0,No Failure,merged,0,0,0,0,0,No Failure
1127,L48306,L,296.8,307.9,1706,30.8,111,0,No Failure,merged,0,0,0,0,0,No Failure
138,L47317,L,298.7,308.6,1297,55.3,148,0,No Failure,merged,0,0,0,0,0,No Failure
1392,L48571,L,298.9,310.2,2737,8.8,142,1,Power Failure,merged,0,0,1,0,0,Power Failure
2288,L49467,L,299.4,308.6,1746,26.8,107,0,No Failure,merged,0,0,0,0,0,No Failure
675,L47854,L,297.8,309.0,1456,41.2,0,0,No Failure,merged,0,0,0,0,0,No Failure
646,L47825,L,297.7,309.4,1392,44.1,140,0,No Failure,merged,0,0,0,0,0,No Failure
4501,L51680,L,302.6,310.4,1638,36.2,84,0,No Failure,merged,0,0,0,0,0,No Failure
9186,L56365,L,297.9,309.1,1442,50.3,24,0,No Failure,merged,0,0,0,0,0,No Failure
4857,M19716,M,303.6,312.3,1698,31.3,100,0,No Failure,merged,0,0,0,0,0,No Failure
2929,M17788,M,300.8,309.7,1258,54.9,168,0,No Failure,merged,0,0,0,0,0,No Failure
1723,M16582,M,298.2,307.7,1952,21.6,93,0,No Failure,merged,0,0,0,0,0,No Failure
1441,M16300,M,298.8,309.9,1741,27.7,50,0,No Failure,merged,0,0,0,0,0,No Failure
1976,L49155,L,298.0,307.7,1422,45.6,140,0,No Failure,merged,0,0,0,0,0,No Failure
773,H30186,H,296.8,308.0,1453,51.0,24,0,No Failure,merged,0,0,0,0,0,No Failure
9704,L56883,L,298.9,310.0,1422,43.6,78,0,No Failure,merged,0,0,0,0,0,No Failure
5871,L53050,L,301.5,311.1,2055,16.8,105,0,No Failure,merged,0,0,0,0,0,No Failure
4479,L51658,L,302.5,310.2,1477,41.6,16,0,No Failure,merged,0,0,0,0,0,No Failure
8851,L56030,L,297.6,309.0,1491,43.2,7,0,No Failure,merged,0,0,0,0,0,No Failure
1337,L48516,L,298.9,310.3,1583,32.6,230,0,No Failure,merged,0,0,0,0,0,No Failure
2544,L49723,L,299.3,309.0,1786,23.5,100,0,No Failure,merged,0,0,0,0,0,No Failure
9019,L56198,L,297.3,308.1,1615,35.4,217,1,Tool Wear Failure,merged,1,0,0,0,0,Tool Wear Failure
4738,M19597,M,303.2,311.5,1336,58.2,2,1,Heat Dissipation Failure,merged,0,1,0,0,0,Heat Dissipation Failure
3328,M18187,M,301.5,310.6,2432,14.2,126,0,No Failure,merged,0,0,0,0,0,No Failure
8549,L55728,L,298.5,309.4,1578,36.3,71,0,No Failure,merged,0,0,0,0,0,No Failure
1950,M16809,M,298.1,308.0,1543,41.9,73,0,No Failure,merged,0,0,0,0,0,No Failure
6135,L53314,L,301.0,311.0,1581,37.0,127,0,No Failure,merged,0,0,0,0,0,No Failure
173,M15032,M,298.1,308.0,1924,20.8,29,0,No Failure,merged,0,0,0,0,0,No Failure
2862,L50041,L,300.7,309.5,1479,43.6,240,0,No Failure,merged,0,0,0,0,0,No Failure
5932,L53111,L,300.3,310.4,1336,54.4,52,0,No Failure,merged,0,0,0,0,0,No Failure
5596,M20455,M,302.7,312.0,1944,21.4,71,0,No Failure,merged,0,0,0,0,0,No Failure
1595,M16454,M,298.0,308.2,1373,51.2,215,0,No Failure,merged,0,0,0,0,0,No Failure
2059,M16918,M,299.5,309.3,1902,24.0,151,0,No Failure,merged,0,0,0,0,0,No Failure
6370,H35783,H,300.0,309.5,1781,24.9,70,0,No Failure,merged,0,0,0,0,0,No Failure
9628,M24487,M,298.9,310.0,1487,36.6,129,0,No Failure,merged,0,0,0,0,0,No Failure
5176,L52355,L,304.2,313.4,1740,23.7,86,0,No Failure,merged,0,0,0,0,0,No Failure
329,H29742,H,297.6,308.4,1703,31.4,205,0,No Failure,merged,0,0,0,0,0,No Failure
8623,L55802,L,297.5,308.3,1437,42.3,29,0,No Failure,merged,0,0,0,0,0,No Failure
8538,L55717,L,298.6,309.5,1730,30.2,41,0,No Failure,merged,0,0,0,0,0,No Failure
8395,M23254,M,298.6,309.5,1566,38.1,89,0,No Failure,merged,0,0,0,0,0,No Failure
9844,L57023,L,298.3,309.2,1383,52.1,26,0,No Failure,merged,0,0,0,0,0,No Failure
5296,L52475,L,303.8,313.2,1336,47.8,176,0,No Failure,merged,0,0,0,0,0,No Failure
1117,L48296,L,296.4,307.3,1487,37.5,83,0,No Failure,merged,0,0,0,0,0,No Failure
4897,M19756,M,303.7,312.4,1642,32.3,206,0,No Failure,merged,0,0,0,0,0,No Failure
465,L47644,L,297.3,308.6,1511,35.7,120,0,No Failure,merged,0,0,0,0,0,No Failure
9799,L56978,L,298.5,309.3,1471,44.7,119,0,No Failure,merged,0,0,0,0,0,No Failure
541,L47720,L,297.4,309.4,1473,45.5,94,0,No Failure,merged,0,0,0,0,0,No Failure
1499,L48678,L,298.0,308.8,1790,27.2,193,0,No Failure,merged,0,0,0,0,0,No Failure
1212,H30625,H,296.9,308.0,1416,46.9,105,0,No Failure,merged,0,0,0,0,0,No Failure
1860,L49039,L,297.8,307.4,1355,45.8,60,0,No Failure,merged,0,0,0,0,0,No Failure
7783,M22642,M,300.4,311.6,1518,36.4,53,0,No Failure,merged,0,0,0,0,0,No Failure
2756,L49935,L,299.7,309.2,1478,38.8,199,0,No Failure,merged,0,0,0,0,0,No Failure
7912,L55091,L,300.7,312.1,1512,36.9,153,0,No Failure,merged,0,0,0,0,0,No Failure
9046,L56225,L,297.4,308.4,1603,34.6,65,0,No Failure,merged,0,0,0,0,0,No Failure
92,L47271,L,298.9,308.9,1830,24.9,35,0,No Failure,merged,0,0,0,0,0,No Failure
8195,L55374,L,299.4,310.7,1426,45.7,213,0,No Failure,merged,0,0,0,0,0,No Failure
2744,L49923,L,299.6,309.1,1476,45.3,166,0,No Failure,merged,0,0,0,0,0,No Failure
4380,M19239,M,301.8,309.5,1732,30.1,220,0,No Failure,merged,0,0,0,0,0,No Failure
1792,L48971,L,298.1,307.8,1524,40.8,71,0,No Failure,merged,0,0,0,0,0,No Failure
5302,L52481,L,303.8,313.1,1309,55.8,193,0,No Failure,merged,0,0,0,0,0,No Failure
4729,L51908,L,303.4,311.7,1406,47.1,213,0,No Failure,merged,0,0,0,0,0,No Failure
7717,M22576,M,300.5,311.5,1378,48.2,82,0,No Failure,merged,0,0,0,0,0,No Failure
9285,L56464,L,298.2,308.9,1683,31.7,74,0,No Failure,merged,0,0,0,0,0,No Failure
7953,M22812,M,300.9,311.9,1480,40.9,28,0,No Failure,merged,0,0,0,0,0,No Failure
1372,M16231,M,298.7,310.3,1495,38.7,88,0,No Failure,merged,0,0,0,0,0,No Failure
2291,M17150,M,299.5,308.7,1321,51.9,114,0,No Failure,merged,0,0,0,0,0,No Failure
8504,L55683,L,298.5,309.8,1468,40.9,157,0,No Failure,merged,0,0,0,0,0,No Failure
6659,L53838,L,301.4,310.4,1430,50.9,178,0,No Failure,merged,0,0,0,0,0,No Failure
6426,L53605,L,300.3,309.9,1393,56.1,12,0,No Failure,merged,0,0,0,0,0,No Failure
9671,L56850,L,299.0,310.2,1690,30.7,244,0,No Failure,merged,0,0,0,0,0,No Failure
3315,L50494,L,301.4,310.5,1489,43.5,98,0,No Failure,merged,0,0,0,0,0,No Failure
5028,L52207,L,304.0,313.3,1294,54.6,102,0,No Failure,merged,0,0,0,0,0,No Failure
259,L47438,L,298.1,308.2,1482,37.9,17,0,No Failure,merged,0,0,0,0,0,No Failure
5404,L52583,L,302.7,312.3,1858,25.4,2,0,No Failure,merged,0,0,0,0,0,No Failure
7137,M21996,M,300.5,309.9,1343,63.7,124,0,No Failure,merged,0,0,0,0,0,No Failure
5854,L53033,L,301.2,311.0,1567,35.1,64,0,No Failure,merged,0,0,0,0,0,No Failure
6374,H35787,H,300.0,309.5,1735,28.9,82,0,No Failure,merged,0,0,0,0,0,No Failure
2931,H32344,H,300.7,309.6,1403,51.3,174,0,No Failure,merged,0,0,0,0,0,No Failure
6716,L53895,L,301.3,310.6,1576,30.4,92,0,No Failure,merged,0,0,0,0,0,No Failure
4124,M18983,M,302.1,310.6,1517,38.9,2,0,No Failure,merged,0,0,0,0,0,No Failure
1268,M16127,M,298.1,309.6,1549,38.7,43,0,No Failure,merged,0,0,0,0,0,No Failure
1505,L48684,L,298.0,308.7,1506,47.0,208,0,No Failure,merged,0,0,0,0,0,No Failure
7001,M21860,M,300.6,310.6,1463,45.5,196,0,No Failure,merged,0,0,0,0,0,No Failure
6138,M20997,M,300.9,310.8,1988,19.7,136,0,No Failure,merged,0,0,0,0,0,No Failure
8783,L55962,L,297.5,308.7,1456,44.7,29,0,No Failure,merged,0,0,0,0,0,No Failure
5519,M20378,M,302.5,311.8,2023,19.1,74,0,No Failure,merged,0,0,0,0,0,No Failure
8811,M23670,M,297.3,308.5,1625,32.8,92,0,No Failure,merged,0,0,0,0,0,No Failure
7832,M22691,M,300.0,311.4,1533,42.6,180,0,No Failure,merged,0,0,0,0,0,No Failure
1166,L48345,L,297.1,308.1,1487,34.6,208,0,No Failure,merged,0,0,0,0,0,No Failure
8318,L55497,L,298.7,309.7,1667,30.4,92,0,No Failure,merged,0,0,0,0,0,No Failure
5502,L52681,L,302.7,312.1,1543,37.5,33,0,No Failure,merged,0,0,0,0,0,No Failure
7619,M22478,M,300.5,311.4,1312,51.4,60,0,No Failure,merged,0,0,0,0,0,No Failure
4856,L52035,L,303.7,312.3,1375,46.2,98,0,No Failure,merged,0,0,0,0,0,No Failure
4800,L51979,L,303.5,312.5,1418,42.2,170,0,No Failure,merged,0,0,0,0,0,No Failure
9663,M24522,M,299.1,310.1,1570,30.9,226,0,No Failure,merged,0,0,0,0,0,No Failure
4638,M19497,M,303.1,311.3,1847,24.7,212,0,No Failure,merged,0,0,0,0,0,No Failure
746,L47925,L,296.7,308.0,1451,50.7,197,0,No Failure,merged,0,0,0,0,0,No Failure
9588,M24447,M,299.3,310.5,1462,40.5,24,0,No Failure,merged,0,0,0,0,0,No Failure
7325,M22184,M,299.9,310.4,1820,26.6,175,0,No Failure,merged,0,0,0,0,0,No Failure
6078,L53257,L,300.9,310.7,1479,43.3,201,0,No Failure,merged,0,0,0,0,0,No Failure
658,L47837,L,297.7,309.2,1365,58.6,170,0,No Failure,merged,0,0,0,0,0,No Failure
2549,M17408,M,299.3,309.2,1440,37.5,111,0,No Failure,merged,0,0,0,0,0,No Failure
3399,L50578,L,301.4,310.7,1675,30.7,92,0,No Failure,merged,0,0,0,0,0,No Failure
4554,L51733,L,302.6,310.5,1461,45.4,0,0,No Failure,merged,0,0,0,0,0,No Failure
8992,M23851,M,297.3,308.0,1598,29.4,148,0,No Failure,merged,0,0,0,0,0,No Failure
1769,M16628,M,298.3,307.8,1485,42.0,13,0,No Failure,merged,0,0,0,0,0,No Failure
1658,M16517,M,298.1,308.0,1374,48.8,156,0,No Failure,merged,0,0,0,0,0,No Failure
7649,L54828,L,300.4,311.4,1552,28.8,135,0,No Failure,merged,0,0,0,0,0,No Failure
1361,H30774,H,298.8,310.2,1707,27.6,56,0,No Failure,merged,0,0,0,0,0,No Failure
5399,L52578,L,302.9,312.4,1923,23.9,244,0,No Failure,merged,0,0,0,0,0,No Failure
6697,L53876,L,301.7,310.9,1636,31.3,42,0,No Failure,merged,0,0,0,0,0,No Failure
9482,L56661,L,298.9,309.6,1365,50.9,183,0,No Failure,merged,0,0,0,0,0,No Failure
8464,M23323,M,298.7,309.9,1411,45.1,51,0,No Failure,merged,0,0,0,0,0,No Failure
2514,L49693,L,299.0,308.7,1583,32.5,25,0,No Failure,merged,0,0,0,0,0,No Failure
6873,L54052,L,301.0,311.3,1472,35.3,73,0,No Failure,merged,0,0,0,0,0,No Failure
3606,L50785,L,301.7,310.7,1641,31.9,192,0,No Failure,merged,0,0,0,0,0,No Failure
2283,L49462,L,299.4,308.7,1459,47.6,96,0,No Failure,merged,0,0,0,0,0,No Failure
3404,L50583,L,301.3,310.5,1337,52.7,106,0,No Failure,merged,0,0,0,0,0,No Failure
3287,L50466,L,301.2,310.0,1618,37.6,32,0,No Failure,merged,0,0,0,0,0,No Failure
1750,L48929,L,298.3,307.7,1576,33.8,171,0,No Failure,merged,0,0,0,0,0,No Failure
3601,L50780,L,301.7,310.5,1523,34.7,181,0,No Failure,merged,0,0,0,0,0,No Failure
6840,L54019,L,301.2,311.2,1558,34.1,204,0,No Failure,merged,0,0,0,0,0,No Failure
